image,image_path,xmin,ymin,xmax,ymax,label,confidence,x_size,y_size
Fire236_frame11605_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire236_frame11605_4.jpg,0,77,1280,1075,0,0.8457466,1920,1080
Fire229_frame11269_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire229_frame11269_11.jpg,918,440,1168,587,0,0.46821776,1920,1080
Fire216_frame10645_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire216_frame10645_1.jpg,194,411,500,866,0,0.60743934,1920,1080
Fire169_frame8389_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire169_frame8389_1.jpg,652,77,902,318,0,0.58165103,1920,1080
Fire215_frame10597_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire215_frame10597_1.jpg,205,381,546,889,0,0.7733162,1920,1080
Fire196_frame9685_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire196_frame9685_4.jpg,756,0,1818,1072,0,0.47742882,1920,1080
Fire300_frame14677_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire300_frame14677_11.jpg,172,600,348,1061,0,0.8772945,1920,1080
Fire87_frame4453_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire87_frame4453_11.jpg,1429,391,1590,484,0,0.2567675,1920,1080
Fire157_frame7813_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire157_frame7813_4.jpg,1532,0,1916,864,0,0.41148132,1920,1080
Fire134_frame6709_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire134_frame6709_8.jpg,1410,130,1703,601,0,0.32629684,1920,1080
Fire214_frame10549_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire214_frame10549_4.jpg,442,0,1489,882,0,0.95460904,1920,1080
Fire190_frame9397_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire190_frame9397_11.jpg,1082,403,1327,567,0,0.6204574,1920,1080
Fire110_frame5557_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire110_frame5557_11.jpg,1399,456,1666,562,0,0.6035933,1920,1080
Fire316_frame15445_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire316_frame15445_11.jpg,279,427,567,906,0,0.5528257,1920,1080
Fire89_frame4549_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire89_frame4549_11.jpg,1463,462,1682,567,0,0.5803075,1920,1080
Fire251_frame12325_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire251_frame12325_8.jpg,0,0,206,588,0,0.46649653,1920,1080
Fire154_frame7669_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire154_frame7669_1.jpg,520,321,1031,501,0,0.3953884,1920,1080
Fire279_frame13669_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire279_frame13669_11.jpg,156,652,928,1006,0,0.7673365,1920,1080
Fire151_frame7525_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire151_frame7525_4.jpg,1499,0,1827,538,0,0.7321856,1920,1080
Fire236_frame11605_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire236_frame11605_11.jpg,1071,506,1251,930,0,0.74800724,1920,1080
Fire179_frame8869_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire179_frame8869_1.jpg,59,427,650,944,0,0.6302057,1920,1080
Fire252_frame12373_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire252_frame12373_8.jpg,17,0,87,426,0,0.41599187,1920,1080
Fire110_frame5557_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire110_frame5557_1.jpg,861,199,1153,346,0,0.57019955,1920,1080
Fire174_frame8629_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire174_frame8629_4.jpg,1141,199,1920,647,0,0.7966667,1920,1080
Fire173_frame8581_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire173_frame8581_8.jpg,525,108,1407,956,0,0.83032334,1920,1080
Fire232_frame11413_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire232_frame11413_8.jpg,115,22,525,704,0,0.7454005,1920,1080
Fire171_frame8485_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire171_frame8485_1.jpg,586,230,925,482,0,0.76349974,1920,1080
Fire132_frame6613_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire132_frame6613_11.jpg,1210,507,1920,700,0,0.4967635,1920,1080
Fire132_frame6613_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire132_frame6613_11.jpg,1396,509,1727,734,0,0.74345696,1920,1080
Fire375_frame18277_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire375_frame18277_11.jpg,0,463,254,730,0,0.45207128,1920,1080
Fire92_frame4693_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire92_frame4693_11.jpg,1523,557,1909,695,0,0.3564096,1920,1080
Fire259_frame12709_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire259_frame12709_11.jpg,785,605,1218,1056,0,0.5485676,1920,1080
Fire216_frame10645_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire216_frame10645_4.jpg,362,0,1195,1065,0,0.862872,1920,1080
Fire193_frame9541_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire193_frame9541_11.jpg,974,500,1622,713,0,0.82298005,1920,1080
Fire131_frame6565_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire131_frame6565_8.jpg,1067,101,1797,457,0,0.302863,1920,1080
Fire230_frame11317_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire230_frame11317_8.jpg,61,0,472,449,0,0.8574654,1920,1080
Fire217_frame10693_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire217_frame10693_8.jpg,95,44,429,1045,0,0.28717148,1920,1080
Fire172_frame8533_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire172_frame8533_11.jpg,1070,517,1613,691,0,0.70724773,1920,1080
Fire196_frame9685_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire196_frame9685_1.jpg,150,359,698,973,0,0.27863497,1920,1080
Fire196_frame9685_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire196_frame9685_1.jpg,284,482,705,849,0,0.42011827,1920,1080
Fire215_frame10597_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire215_frame10597_4.jpg,276,260,699,884,0,0.34760067,1920,1080
Fire215_frame10597_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire215_frame10597_4.jpg,276,124,1596,968,0,0.53081244,1920,1080
Fire214_frame10549_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire214_frame10549_1.jpg,269,361,663,650,0,0.40930083,1920,1080
Fire214_frame10549_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire214_frame10549_1.jpg,379,293,584,710,0,0.7295773,1920,1080
Fire157_frame7813_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire157_frame7813_1.jpg,466,381,922,721,0,0.30067888,1920,1080
Fire111_frame5605_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire111_frame5605_11.jpg,1403,460,1721,673,0,0.5793927,1920,1080
Fire219_frame10789_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire219_frame10789_11.jpg,1346,522,1520,1063,0,0.59830225,1920,1080
Fire151_frame7525_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire151_frame7525_1.jpg,669,257,1001,424,0,0.8441553,1920,1080
Fire154_frame7669_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire154_frame7669_4.jpg,1501,149,1920,682,0,0.272929,1920,1080
Fire154_frame7669_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire154_frame7669_4.jpg,1642,116,1821,637,0,0.79804397,1920,1080
Fire159_frame7909_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire159_frame7909_1.jpg,295,304,1048,765,0,0.71935177,1920,1080
Fire176_frame8725_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire176_frame8725_1.jpg,517,398,867,746,0,0.3427188,1920,1080
Fire174_frame8629_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire174_frame8629_1.jpg,442,393,919,578,0,0.4022686,1920,1080
Fire173_frame8581_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire173_frame8581_11.jpg,1202,546,1670,765,0,0.7934109,1920,1080
Fire147_frame7333_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire147_frame7333_1.jpg,692,86,1020,217,0,0.5465052,1920,1080
Fire171_frame8485_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire171_frame8485_4.jpg,1078,73,1791,409,0,0.7777039,1920,1080
Fire156_frame7765_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire156_frame7765_4.jpg,1791,123,1920,616,0,0.2943892,1920,1080
Fire356_frame17365_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire356_frame17365_11.jpg,45,483,281,828,0,0.67853737,1920,1080
Fire249_frame12229_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire249_frame12229_8.jpg,0,0,284,351,0,0.35844317,1920,1080
Fire211_frame10405_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire211_frame10405_8.jpg,238,67,787,606,0,0.34682876,1920,1080
Fire377_frame18373_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire377_frame18373_11.jpg,3,471,87,991,0,0.35712993,1920,1080
Fire212_frame10453_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire212_frame10453_8.jpg,0,170,900,559,0,0.3871071,1920,1080
Fire212_frame10453_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire212_frame10453_8.jpg,123,52,697,698,0,0.76355106,1920,1080
Fire69_frame3589_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire69_frame3589_1.jpg,1071,110,1247,350,0,0.33325064,1920,1080
Fire209_frame10309_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire209_frame10309_11.jpg,864,396,1330,518,0,0.39831007,1920,1080
Fire268_frame13141_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire268_frame13141_1.jpg,353,133,554,402,0,0.27669683,1920,1080
Fire91_frame4645_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire91_frame4645_8.jpg,1639,227,1920,437,0,0.37250376,1920,1080
Fire91_frame4645_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire91_frame4645_8.jpg,1759,219,1905,459,0,0.6851734,1920,1080
Fire152_frame7573_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire152_frame7573_11.jpg,1222,490,1658,750,0,0.34387183,1920,1080
Fire152_frame7573_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire152_frame7573_11.jpg,1204,540,1711,662,0,0.8095367,1920,1080
Fire127_frame6373_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire127_frame6373_11.jpg,1239,374,1477,473,0,0.26440978,1920,1080
Fire89_frame4549_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire89_frame4549_1.jpg,931,234,1254,332,0,0.49196956,1920,1080
Fire231_frame11365_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire231_frame11365_11.jpg,833,498,1309,629,0,0.8564259,1920,1080
Fire87_frame4453_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire87_frame4453_1.jpg,986,90,1176,301,0,0.28773487,1920,1080
Fire87_frame4453_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire87_frame4453_1.jpg,955,133,1189,235,0,0.34225833,1920,1080
Fire307_frame15013_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire307_frame15013_1.jpg,347,138,421,243,0,0.41289106,1920,1080
Fire234_frame11509_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire234_frame11509_4.jpg,261,63,1017,894,0,0.4782902,1920,1080
Fire234_frame11509_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire234_frame11509_4.jpg,41,193,1200,685,0,0.5578784,1920,1080
Fire298_frame14581_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire298_frame14581_11.jpg,209,649,645,1015,0,0.8187047,1920,1080
Fire257_frame12613_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire257_frame12613_4.jpg,124,279,651,1080,0,0.9165649,1920,1080
Fire314_frame15349_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire314_frame15349_11.jpg,373,324,777,555,0,0.7108185,1920,1080
Fire69_frame3589_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire69_frame3589_11.jpg,1493,391,1776,618,0,0.2648932,1920,1080
Fire69_frame3589_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire69_frame3589_11.jpg,1513,461,1766,550,0,0.52304035,1920,1080
Fire236_frame11605_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire236_frame11605_1.jpg,106,406,411,850,0,0.83650696,1920,1080
Fire373_frame18181_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire373_frame18181_11.jpg,8,342,531,509,0,0.4712563,1920,1080
Fire132_frame6613_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire132_frame6613_8.jpg,1275,209,1751,546,0,0.32671,1920,1080
Fire132_frame6613_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire132_frame6613_8.jpg,1326,183,1549,589,0,0.50921,1920,1080
Fire213_frame10501_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire213_frame10501_11.jpg,982,408,1400,831,0,0.6818426,1920,1080
Fire251_frame12325_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire251_frame12325_11.jpg,761,446,1250,584,0,0.7765403,1920,1080
Fire216_frame10645_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire216_frame10645_11.jpg,1022,567,1366,843,0,0.8214614,1920,1080
Fire194_frame9589_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire194_frame9589_1.jpg,275,406,835,573,0,0.33905178,1920,1080
Fire151_frame7525_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire151_frame7525_11.jpg,1257,484,1649,655,0,0.7667798,1920,1080
Fire129_frame6469_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire129_frame6469_1.jpg,736,164,1134,292,0,0.5295601,1920,1080
Fire91_frame4645_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire91_frame4645_11.jpg,1494,531,1842,614,0,0.58440834,1920,1080
Fire191_frame9445_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire191_frame9445_4.jpg,932,0,1514,504,0,0.38006887,1920,1080
Fire320_frame15637_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire320_frame15637_11.jpg,9,714,206,882,0,0.33241928,1920,1080
Fire194_frame9589_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire194_frame9589_11.jpg,1141,539,1445,753,0,0.78240836,1920,1080
Fire275_frame13477_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire275_frame13477_11.jpg,632,371,939,509,0,0.3920197,1920,1080
Fire233_frame11461_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire233_frame11461_1.jpg,200,293,633,564,0,0.4029856,1920,1080
Fire153_frame7621_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire153_frame7621_8.jpg,1023,239,1453,738,0,0.36490974,1920,1080
Fire154_frame7669_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire154_frame7669_11.jpg,1374,551,1744,762,0,0.54988635,1920,1080
Fire154_frame7669_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire154_frame7669_11.jpg,1324,613,1718,703,0,0.7939466,1920,1080
Fire250_frame12277_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire250_frame12277_1.jpg,332,261,599,419,0,0.6519028,1920,1080
Fire337_frame16453_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire337_frame16453_11.jpg,0,535,632,998,0,0.4278835,1920,1080
Fire337_frame16453_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire337_frame16453_11.jpg,142,416,361,1059,0,0.6348885,1920,1080
